LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1995-Q4	76.14902077	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q1	77.25444283	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q2	79.01275042	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q3	80.34775865	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1996-Q4	82.07988435	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q1	83.73760484	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q2	85.21199181	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q3	86.23444489	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1997-Q4	88.01058739	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q1	89.16987743	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q2	90.71999687	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q3	92.534465	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1998-Q4	94.92502092	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q1	97.82958663	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q2	101.2416068	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q3	105.3989572	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	1999-Q4	109.7929465	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q1	113.8984555	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q2	117.4200132	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q3	121.3938878	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2000-Q4	124.0614557	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q1	126.0330631	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q2	128.4245277	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q3	130.271704	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2001-Q4	131.3651319	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q1	132.7724853	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q2	133.4891978	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q3	134.137876	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2002-Q4	133.8734874	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q1	134.0341837	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q2	134.4511029	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q3	133.5730801	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2003-Q4	134.8551711	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q1	135.3949666	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q2	135.8269343	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q3	135.8838974	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2004-Q4	136.0613271	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q1	136.3959673	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q2	137.076022	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q3	138.1655396	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2005-Q4	138.4891018	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q1	139.196925	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q2	140.3173079	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q3	140.054834	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2006-Q4	140.7869343	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q1	141.9480272	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q2	142.6184982	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q3	145.2530538	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2007-Q4	146.0233828	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q1	145.3734494	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q2	145.2255369	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q3	146.0096261	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2008-Q4	142.345752	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q1	140.1498293	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q2	135.9063078	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q3	132.5174316	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2009-Q4	131.8099061	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q1	130.6234837	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q2	130.4413302	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q3	129.834127	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2010-Q4	128.5488293	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q1	127.8417669	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q2	126.0209922	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q3	124.6818491	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2011-Q4	122.0438743	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q1	118.7634627	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q2	116.6607349	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q3	110.509021	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2012-Q4	110.5684648	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q1	106.6227757	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q2	104.2097353	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q3	101.7457637	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2013-Q4	101.0476335	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q1	100.6150877	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q2	100.8573803	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q3	98.76335309	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2014-Q4	98.80550935	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q1	98.99259854	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q2	99.62971516	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q3	100.6115532	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2015-Q4	100.7661331	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q1	101.3127973	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q2	101.9689686	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q3	103.6501926	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2016-Q4	104.6820643	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q1	105.9869874	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q2	107.5102261	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q3	109.4798593	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2017-Q4	111.8565015	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q1	114.0380096	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q2	115.6201059	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q3	117.9134353	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2018-Q4	119.2176383	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q1	120.5267885	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q2	122.3276973	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q3	122.1335287	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2019-Q4	123.835317	
NLD	HOUSECOST	PRICERENT	IDX2015	Q	2020-Q1	124.9644825	
NLD	HOUSECOST	REAL	IDX2015	Q	1970-Q1	40.75241122	
NLD	HOUSECOST	REAL	IDX2015	Q	1970-Q2	41.34095277	
NLD	HOUSECOST	REAL	IDX2015	Q	1970-Q3	41.23066057	
NLD	HOUSECOST	REAL	IDX2015	Q	1970-Q4	41.93242756	
NLD	HOUSECOST	REAL	IDX2015	Q	1971-Q1	41.95410638	
NLD	HOUSECOST	REAL	IDX2015	Q	1971-Q2	42.67050502	
NLD	HOUSECOST	REAL	IDX2015	Q	1971-Q3	43.84097465	
NLD	HOUSECOST	REAL	IDX2015	Q	1971-Q4	43.83411404	
NLD	HOUSECOST	REAL	IDX2015	Q	1972-Q1	43.78181516	
NLD	HOUSECOST	REAL	IDX2015	Q	1972-Q2	43.50264562	
NLD	HOUSECOST	REAL	IDX2015	Q	1972-Q3	43.8752601	
NLD	HOUSECOST	REAL	IDX2015	Q	1972-Q4	44.27575723	
NLD	HOUSECOST	REAL	IDX2015	Q	1973-Q1	44.86564945	
NLD	HOUSECOST	REAL	IDX2015	Q	1973-Q2	44.90042313	
NLD	HOUSECOST	REAL	IDX2015	Q	1973-Q3	45.52023967	
NLD	HOUSECOST	REAL	IDX2015	Q	1973-Q4	46.45612851	
NLD	HOUSECOST	REAL	IDX2015	Q	1974-Q1	46.8841098	
NLD	HOUSECOST	REAL	IDX2015	Q	1974-Q2	46.27120857	
NLD	HOUSECOST	REAL	IDX2015	Q	1974-Q3	46.02939269	
NLD	HOUSECOST	REAL	IDX2015	Q	1974-Q4	46.01959884	
NLD	HOUSECOST	REAL	IDX2015	Q	1975-Q1	46.31979282	
NLD	HOUSECOST	REAL	IDX2015	Q	1975-Q2	46.61282326	
NLD	HOUSECOST	REAL	IDX2015	Q	1975-Q3	47.01237748	
NLD	HOUSECOST	REAL	IDX2015	Q	1975-Q4	49.59147631	
NLD	HOUSECOST	REAL	IDX2015	Q	1976-Q1	51.79588144	
NLD	HOUSECOST	REAL	IDX2015	Q	1976-Q2	54.19571953	
NLD	HOUSECOST	REAL	IDX2015	Q	1976-Q3	59.11854629	
NLD	HOUSECOST	REAL	IDX2015	Q	1976-Q4	62.18826484	
NLD	HOUSECOST	REAL	IDX2015	Q	1977-Q1	68.70597812	
NLD	HOUSECOST	REAL	IDX2015	Q	1977-Q2	73.67394992	
NLD	HOUSECOST	REAL	IDX2015	Q	1977-Q3	76.80535728	
NLD	HOUSECOST	REAL	IDX2015	Q	1977-Q4	77.74434045	
NLD	HOUSECOST	REAL	IDX2015	Q	1978-Q1	78.41673404	
NLD	HOUSECOST	REAL	IDX2015	Q	1978-Q2	79.50526643	
NLD	HOUSECOST	REAL	IDX2015	Q	1978-Q3	75.74947522	
NLD	HOUSECOST	REAL	IDX2015	Q	1978-Q4	75.46951882	
NLD	HOUSECOST	REAL	IDX2015	Q	1979-Q1	72.79659149	
NLD	HOUSECOST	REAL	IDX2015	Q	1979-Q2	70.42809885	
NLD	HOUSECOST	REAL	IDX2015	Q	1979-Q3	69.51975158	
NLD	HOUSECOST	REAL	IDX2015	Q	1979-Q4	66.94262139	
NLD	HOUSECOST	REAL	IDX2015	Q	1980-Q1	64.56210877	
NLD	HOUSECOST	REAL	IDX2015	Q	1980-Q2	61.19725307	
NLD	HOUSECOST	REAL	IDX2015	Q	1980-Q3	57.374414	
NLD	HOUSECOST	REAL	IDX2015	Q	1980-Q4	57.04249875	
NLD	HOUSECOST	REAL	IDX2015	Q	1981-Q1	55.71299691	
NLD	HOUSECOST	REAL	IDX2015	Q	1981-Q2	51.99636282	
NLD	HOUSECOST	REAL	IDX2015	Q	1981-Q3	49.32906963	
NLD	HOUSECOST	REAL	IDX2015	Q	1981-Q4	46.00748532	
NLD	HOUSECOST	REAL	IDX2015	Q	1982-Q1	43.83773762	
NLD	HOUSECOST	REAL	IDX2015	Q	1982-Q2	42.70770967	
NLD	HOUSECOST	REAL	IDX2015	Q	1982-Q3	43.08198496	
NLD	HOUSECOST	REAL	IDX2015	Q	1982-Q4	42.22265909	
NLD	HOUSECOST	REAL	IDX2015	Q	1983-Q1	42.13409861	
NLD	HOUSECOST	REAL	IDX2015	Q	1983-Q2	43.07192482	
NLD	HOUSECOST	REAL	IDX2015	Q	1983-Q3	42.85335372	
NLD	HOUSECOST	REAL	IDX2015	Q	1983-Q4	41.93963455	
NLD	HOUSECOST	REAL	IDX2015	Q	1984-Q1	41.59585645	
NLD	HOUSECOST	REAL	IDX2015	Q	1984-Q2	41.03970128	
NLD	HOUSECOST	REAL	IDX2015	Q	1984-Q3	41.29928099	
NLD	HOUSECOST	REAL	IDX2015	Q	1984-Q4	41.35684761	
NLD	HOUSECOST	REAL	IDX2015	Q	1985-Q1	39.82394464	
NLD	HOUSECOST	REAL	IDX2015	Q	1985-Q2	40.66433495	
NLD	HOUSECOST	REAL	IDX2015	Q	1985-Q3	40.02176466	
NLD	HOUSECOST	REAL	IDX2015	Q	1985-Q4	41.09494268	
NLD	HOUSECOST	REAL	IDX2015	Q	1986-Q1	41.23370035	
NLD	HOUSECOST	REAL	IDX2015	Q	1986-Q2	41.68950403	
NLD	HOUSECOST	REAL	IDX2015	Q	1986-Q3	43.02366529	
NLD	HOUSECOST	REAL	IDX2015	Q	1986-Q4	43.01518585	
NLD	HOUSECOST	REAL	IDX2015	Q	1987-Q1	43.50649923	
NLD	HOUSECOST	REAL	IDX2015	Q	1987-Q2	43.88856335	
NLD	HOUSECOST	REAL	IDX2015	Q	1987-Q3	44.2080077	
NLD	HOUSECOST	REAL	IDX2015	Q	1987-Q4	44.78998136	
NLD	HOUSECOST	REAL	IDX2015	Q	1988-Q1	44.47968713	
NLD	HOUSECOST	REAL	IDX2015	Q	1988-Q2	45.13347671	
NLD	HOUSECOST	REAL	IDX2015	Q	1988-Q3	45.70981397	
NLD	HOUSECOST	REAL	IDX2015	Q	1988-Q4	46.26376052	
NLD	HOUSECOST	REAL	IDX2015	Q	1989-Q1	46.62776555	
NLD	HOUSECOST	REAL	IDX2015	Q	1989-Q2	47.16156131	
NLD	HOUSECOST	REAL	IDX2015	Q	1989-Q3	48.17581707	
NLD	HOUSECOST	REAL	IDX2015	Q	1989-Q4	48.46922309	
NLD	HOUSECOST	REAL	IDX2015	Q	1990-Q1	48.14202323	
NLD	HOUSECOST	REAL	IDX2015	Q	1990-Q2	48.7339308	
NLD	HOUSECOST	REAL	IDX2015	Q	1990-Q3	47.73279799	
NLD	HOUSECOST	REAL	IDX2015	Q	1990-Q4	46.96737827	
NLD	HOUSECOST	REAL	IDX2015	Q	1991-Q1	46.71006167	
NLD	HOUSECOST	REAL	IDX2015	Q	1991-Q2	47.4076923	
NLD	HOUSECOST	REAL	IDX2015	Q	1991-Q3	47.47435144	
NLD	HOUSECOST	REAL	IDX2015	Q	1991-Q4	48.08881192	
NLD	HOUSECOST	REAL	IDX2015	Q	1992-Q1	49.6536426	
NLD	HOUSECOST	REAL	IDX2015	Q	1992-Q2	47.90555711	
NLD	HOUSECOST	REAL	IDX2015	Q	1992-Q3	51.05549062	
NLD	HOUSECOST	REAL	IDX2015	Q	1992-Q4	50.78942629	
NLD	HOUSECOST	REAL	IDX2015	Q	1993-Q1	51.43231745	
NLD	HOUSECOST	REAL	IDX2015	Q	1993-Q2	51.9883534	
NLD	HOUSECOST	REAL	IDX2015	Q	1993-Q3	53.18965428	
NLD	HOUSECOST	REAL	IDX2015	Q	1993-Q4	54.61757087	
NLD	HOUSECOST	REAL	IDX2015	Q	1994-Q1	56.55246541	
NLD	HOUSECOST	REAL	IDX2015	Q	1994-Q2	57.36222477	
NLD	HOUSECOST	REAL	IDX2015	Q	1994-Q3	58.63247175	
NLD	HOUSECOST	REAL	IDX2015	Q	1994-Q4	58.81097623	
NLD	HOUSECOST	REAL	IDX2015	Q	1995-Q1	59.79147941	
NLD	HOUSECOST	REAL	IDX2015	Q	1995-Q2	60.197018	
NLD	HOUSECOST	REAL	IDX2015	Q	1995-Q3	60.93365291	
NLD	HOUSECOST	REAL	IDX2015	Q	1995-Q4	61.97141334	
NLD	HOUSECOST	REAL	IDX2015	Q	1996-Q1	63.51438405	
NLD	HOUSECOST	REAL	IDX2015	Q	1996-Q2	65.13678502	
NLD	HOUSECOST	REAL	IDX2015	Q	1996-Q3	66.83834473	
NLD	HOUSECOST	REAL	IDX2015	Q	1996-Q4	68.55287217	
NLD	HOUSECOST	REAL	IDX2015	Q	1997-Q1	70.38386541	
NLD	HOUSECOST	REAL	IDX2015	Q	1997-Q2	71.5992373	
NLD	HOUSECOST	REAL	IDX2015	Q	1997-Q3	72.69083304	
NLD	HOUSECOST	REAL	IDX2015	Q	1997-Q4	74.34753226	
NLD	HOUSECOST	REAL	IDX2015	Q	1998-Q1	75.77739871	
NLD	HOUSECOST	REAL	IDX2015	Q	1998-Q2	77.53191602	
NLD	HOUSECOST	REAL	IDX2015	Q	1998-Q3	79.34679407	
NLD	HOUSECOST	REAL	IDX2015	Q	1998-Q4	82.05713127	
NLD	HOUSECOST	REAL	IDX2015	Q	1999-Q1	84.59089728	
NLD	HOUSECOST	REAL	IDX2015	Q	1999-Q2	87.98666099	
NLD	HOUSECOST	REAL	IDX2015	Q	1999-Q3	91.37451842	
NLD	HOUSECOST	REAL	IDX2015	Q	1999-Q4	95.65766379	
NLD	HOUSECOST	REAL	IDX2015	Q	2000-Q1	98.31148994	
NLD	HOUSECOST	REAL	IDX2015	Q	2000-Q2	101.7525767	
NLD	HOUSECOST	REAL	IDX2015	Q	2000-Q3	105.1697309	
NLD	HOUSECOST	REAL	IDX2015	Q	2000-Q4	107.516309	
NLD	HOUSECOST	REAL	IDX2015	Q	2001-Q1	108.5060647	
NLD	HOUSECOST	REAL	IDX2015	Q	2001-Q2	110.5151243	
NLD	HOUSECOST	REAL	IDX2015	Q	2001-Q3	112.4333319	
NLD	HOUSECOST	REAL	IDX2015	Q	2001-Q4	112.8101181	
NLD	HOUSECOST	REAL	IDX2015	Q	2002-Q1	113.6739797	
NLD	HOUSECOST	REAL	IDX2015	Q	2002-Q2	114.1471675	
NLD	HOUSECOST	REAL	IDX2015	Q	2002-Q3	114.6986403	
NLD	HOUSECOST	REAL	IDX2015	Q	2002-Q4	114.7832703	
NLD	HOUSECOST	REAL	IDX2015	Q	2003-Q1	114.9758011	
NLD	HOUSECOST	REAL	IDX2015	Q	2003-Q2	115.8180159	
NLD	HOUSECOST	REAL	IDX2015	Q	2003-Q3	115.4237208	
NLD	HOUSECOST	REAL	IDX2015	Q	2003-Q4	116.7888032	
NLD	HOUSECOST	REAL	IDX2015	Q	2004-Q1	118.5210547	
NLD	HOUSECOST	REAL	IDX2015	Q	2004-Q2	118.5726869	
NLD	HOUSECOST	REAL	IDX2015	Q	2004-Q3	119.1338204	
NLD	HOUSECOST	REAL	IDX2015	Q	2004-Q4	120.1401151	
NLD	HOUSECOST	REAL	IDX2015	Q	2005-Q1	120.8703786	
NLD	HOUSECOST	REAL	IDX2015	Q	2005-Q2	121.1745706	
NLD	HOUSECOST	REAL	IDX2015	Q	2005-Q3	121.5543486	
NLD	HOUSECOST	REAL	IDX2015	Q	2005-Q4	122.1058079	
NLD	HOUSECOST	REAL	IDX2015	Q	2006-Q1	121.9515617	
NLD	HOUSECOST	REAL	IDX2015	Q	2006-Q2	123.0372672	
NLD	HOUSECOST	REAL	IDX2015	Q	2006-Q3	123.2472555	
NLD	HOUSECOST	REAL	IDX2015	Q	2006-Q4	124.7617161	
NLD	HOUSECOST	REAL	IDX2015	Q	2007-Q1	125.2701968	
NLD	HOUSECOST	REAL	IDX2015	Q	2007-Q2	125.9601086	
NLD	HOUSECOST	REAL	IDX2015	Q	2007-Q3	127.3641591	
NLD	HOUSECOST	REAL	IDX2015	Q	2007-Q4	127.8846706	
NLD	HOUSECOST	REAL	IDX2015	Q	2008-Q1	126.5870032	
NLD	HOUSECOST	REAL	IDX2015	Q	2008-Q2	126.6410187	
NLD	HOUSECOST	REAL	IDX2015	Q	2008-Q3	127.4829299	
NLD	HOUSECOST	REAL	IDX2015	Q	2008-Q4	126.3426075	
NLD	HOUSECOST	REAL	IDX2015	Q	2009-Q1	125.5372905	
NLD	HOUSECOST	REAL	IDX2015	Q	2009-Q2	123.7887074	
NLD	HOUSECOST	REAL	IDX2015	Q	2009-Q3	121.3890708	
NLD	HOUSECOST	REAL	IDX2015	Q	2009-Q4	121.0990266	
NLD	HOUSECOST	REAL	IDX2015	Q	2010-Q1	119.762392	
NLD	HOUSECOST	REAL	IDX2015	Q	2010-Q2	120.0189059	
NLD	HOUSECOST	REAL	IDX2015	Q	2010-Q3	118.3856553	
NLD	HOUSECOST	REAL	IDX2015	Q	2010-Q4	117.352999	
NLD	HOUSECOST	REAL	IDX2015	Q	2011-Q1	116.8595795	
NLD	HOUSECOST	REAL	IDX2015	Q	2011-Q2	115.0611471	
NLD	HOUSECOST	REAL	IDX2015	Q	2011-Q3	113.3404534	
NLD	HOUSECOST	REAL	IDX2015	Q	2011-Q4	111.1739971	
NLD	HOUSECOST	REAL	IDX2015	Q	2012-Q1	109.0039701	
NLD	HOUSECOST	REAL	IDX2015	Q	2012-Q2	107.3133805	
NLD	HOUSECOST	REAL	IDX2015	Q	2012-Q3	102.2563101	
NLD	HOUSECOST	REAL	IDX2015	Q	2012-Q4	101.8158672	
NLD	HOUSECOST	REAL	IDX2015	Q	2013-Q1	98.10151059	
NLD	HOUSECOST	REAL	IDX2015	Q	2013-Q2	96.41673974	
NLD	HOUSECOST	REAL	IDX2015	Q	2013-Q3	96.23962322	
NLD	HOUSECOST	REAL	IDX2015	Q	2013-Q4	96.33614182	
NLD	HOUSECOST	REAL	IDX2015	Q	2014-Q1	95.80094362	
NLD	HOUSECOST	REAL	IDX2015	Q	2014-Q2	96.79463345	
NLD	HOUSECOST	REAL	IDX2015	Q	2014-Q3	96.60805671	
NLD	HOUSECOST	REAL	IDX2015	Q	2014-Q4	97.65211315	
NLD	HOUSECOST	REAL	IDX2015	Q	2015-Q1	99.30836574	
NLD	HOUSECOST	REAL	IDX2015	Q	2015-Q2	99.45694951	
NLD	HOUSECOST	REAL	IDX2015	Q	2015-Q3	100.1530482	
NLD	HOUSECOST	REAL	IDX2015	Q	2015-Q4	101.0816365	
NLD	HOUSECOST	REAL	IDX2015	Q	2016-Q1	102.5745903	
NLD	HOUSECOST	REAL	IDX2015	Q	2016-Q2	103.351704	
NLD	HOUSECOST	REAL	IDX2015	Q	2016-Q3	105.253685	
NLD	HOUSECOST	REAL	IDX2015	Q	2016-Q4	106.6259374	
NLD	HOUSECOST	REAL	IDX2015	Q	2017-Q1	107.848859	
NLD	HOUSECOST	REAL	IDX2015	Q	2017-Q2	109.8729208	
NLD	HOUSECOST	REAL	IDX2015	Q	2017-Q3	111.2402714	
NLD	HOUSECOST	REAL	IDX2015	Q	2017-Q4	114.3114591	
NLD	HOUSECOST	REAL	IDX2015	Q	2018-Q1	116.034315	
NLD	HOUSECOST	REAL	IDX2015	Q	2018-Q2	117.7896329	
NLD	HOUSECOST	REAL	IDX2015	Q	2018-Q3	120.0763014	
NLD	HOUSECOST	REAL	IDX2015	Q	2018-Q4	121.7480571	
NLD	HOUSECOST	REAL	IDX2015	Q	2019-Q1	122.5060083	
NLD	HOUSECOST	REAL	IDX2015	Q	2019-Q2	124.450932	
NLD	HOUSECOST	REAL	IDX2015	Q	2019-Q3	124.5064274	
NLD	HOUSECOST	REAL	IDX2015	Q	2019-Q4	126.5756304	
NLD	HOUSECOST	REAL	IDX2015	Q	2020-Q1	127.7982674	
NLD	HOUSECOST	RENT	IDX2015	Q	1960-Q1	8.024476813	
NLD	HOUSECOST	RENT	IDX2015	Q	1960-Q2	8.056993979	
NLD	HOUSECOST	RENT	IDX2015	Q	1960-Q3	8.041263262	
NLD	HOUSECOST	RENT	IDX2015	Q	1960-Q4	7.998240023	
NLD	HOUSECOST	RENT	IDX2015	Q	1961-Q1	8.028416784	
NLD	HOUSECOST	RENT	IDX2015	Q	1961-Q2	8.080448683	
NLD	HOUSECOST	RENT	IDX2015	Q	1961-Q3	8.056501911	
NLD	HOUSECOST	RENT	IDX2015	Q	1961-Q4	7.955606699	
NLD	HOUSECOST	RENT	IDX2015	Q	1962-Q1	8.032285683	
NLD	HOUSECOST	RENT	IDX2015	Q	1962-Q2	8.087668414	
NLD	HOUSECOST	RENT	IDX2015	Q	1962-Q3	8.254443333	
NLD	HOUSECOST	RENT	IDX2015	Q	1962-Q4	8.638826585	
NLD	HOUSECOST	RENT	IDX2015	Q	1963-Q1	8.741127176	
NLD	HOUSECOST	RENT	IDX2015	Q	1963-Q2	8.786658415	
NLD	HOUSECOST	RENT	IDX2015	Q	1963-Q3	8.716022668	
NLD	HOUSECOST	RENT	IDX2015	Q	1963-Q4	8.71827697	
NLD	HOUSECOST	RENT	IDX2015	Q	1964-Q1	8.802177513	
NLD	HOUSECOST	RENT	IDX2015	Q	1964-Q2	8.851331766	
NLD	HOUSECOST	RENT	IDX2015	Q	1964-Q3	9.490686481	
NLD	HOUSECOST	RENT	IDX2015	Q	1964-Q4	9.578905626	
NLD	HOUSECOST	RENT	IDX2015	Q	1965-Q1	9.552282262	
NLD	HOUSECOST	RENT	IDX2015	Q	1965-Q2	9.622259917	
NLD	HOUSECOST	RENT	IDX2015	Q	1965-Q3	9.541601298	
NLD	HOUSECOST	RENT	IDX2015	Q	1965-Q4	9.634609422	
NLD	HOUSECOST	RENT	IDX2015	Q	1966-Q1	10.25885834	
NLD	HOUSECOST	RENT	IDX2015	Q	1966-Q2	10.36623116	
NLD	HOUSECOST	RENT	IDX2015	Q	1966-Q3	10.28382943	
NLD	HOUSECOST	RENT	IDX2015	Q	1966-Q4	10.40880075	
NLD	HOUSECOST	RENT	IDX2015	Q	1967-Q1	10.38405451	
NLD	HOUSECOST	RENT	IDX2015	Q	1967-Q2	10.40919901	
NLD	HOUSECOST	RENT	IDX2015	Q	1967-Q3	11.00974471	
NLD	HOUSECOST	RENT	IDX2015	Q	1967-Q4	11.27903452	
NLD	HOUSECOST	RENT	IDX2015	Q	1968-Q1	11.44220276	
NLD	HOUSECOST	RENT	IDX2015	Q	1968-Q2	11.52253193	
NLD	HOUSECOST	RENT	IDX2015	Q	1968-Q3	11.59954341	
NLD	HOUSECOST	RENT	IDX2015	Q	1968-Q4	11.71975136	
NLD	HOUSECOST	RENT	IDX2015	Q	1969-Q1	12.00999753	
NLD	HOUSECOST	RENT	IDX2015	Q	1969-Q2	12.40278942	
NLD	HOUSECOST	RENT	IDX2015	Q	1969-Q3	12.47396061	
NLD	HOUSECOST	RENT	IDX2015	Q	1969-Q4	12.62063552	
NLD	HOUSECOST	RENT	IDX2015	Q	1970-Q1	12.75975339	
NLD	HOUSECOST	RENT	IDX2015	Q	1970-Q2	12.48824581	
NLD	HOUSECOST	RENT	IDX2015	Q	1970-Q3	13.37248736	
NLD	HOUSECOST	RENT	IDX2015	Q	1970-Q4	13.52687311	
NLD	HOUSECOST	RENT	IDX2015	Q	1971-Q1	13.83804862	
NLD	HOUSECOST	RENT	IDX2015	Q	1971-Q2	14.18537464	
NLD	HOUSECOST	RENT	IDX2015	Q	1971-Q3	14.39635329	
NLD	HOUSECOST	RENT	IDX2015	Q	1971-Q4	14.67158722	
NLD	HOUSECOST	RENT	IDX2015	Q	1972-Q1	15.0149273	
NLD	HOUSECOST	RENT	IDX2015	Q	1972-Q2	15.4766305	
NLD	HOUSECOST	RENT	IDX2015	Q	1972-Q3	15.75092663	
